file_path,lib_id,missing_metadata
/projects/caeg/data/production/LV3/003/061/LV3003061557,LV3003061557,False
/projects/caeg/data/production/LV3/003/061/LV3003061558,LV3003061558,False
/projects/caeg/data/production/LV3/003/061/LV3003061559,LV3003061559,False
/projects/caeg/data/production/LV3/003/061/LV3003061560,LV3003061560,False
/projects/caeg/data/production/LV3/003/061/LV3003061567,LV3003061567,False
/projects/caeg/data/production/LV3/003/061/LV3003061568,LV3003061568,False
/projects/caeg/data/production/LV3/003/061/LV3003061569,LV3003061569,False
/projects/caeg/data/production/LV3/003/061/LV3003061570,LV3003061570,False
/projects/caeg/data/production/LV3/003/061/LV3003061571,LV3003061571,False
/projects/caeg/data/production/LV3/003/061/LV3003061572,LV3003061572,False
/projects/caeg/data/production/LV7/001/856/LV7001856478,LV7001856478,False
/projects/caeg/data/production/LV7/001/871/LV7001871017,LV7001871017,False
/projects/caeg/data/production/LV7/001/883/LV7001883424,LV7001883424,False
/projects/caeg/data/production/LV7/001/883/LV7001883436,LV7001883436,False
/projects/caeg/data/production/LV7/001/884/LV7001884001,LV7001884001,False
/projects/caeg/data/production/LV7/001/884/LV7001884002,LV7001884002,False
/projects/caeg/data/production/LV7/001/884/LV7001884025,LV7001884025,False
/projects/caeg/data/production/LV7/001/884/LV7001884026,LV7001884026,False
/projects/caeg/data/production/LV7/001/884/LV7001884037,LV7001884037,False
/projects/caeg/data/production/LV7/001/884/LV7001884038,LV7001884038,False
/projects/caeg/data/production/LV7/001/884/LV7001884049,LV7001884049,False
/projects/caeg/data/production/LV7/001/884/LV7001884050,LV7001884050,False
/projects/caeg/data/production/LV7/001/884/LV7001884051,LV7001884051,False
/projects/caeg/data/production/LV7/001/884/LV7001884061,LV7001884061,False
/projects/caeg/data/production/LV7/001/884/LV7001884062,LV7001884062,False
/projects/caeg/data/production/LV7/001/884/LV7001884063,LV7001884063,False
/projects/caeg/data/production/LV7/001/884/LV7001884073,LV7001884073,False
/projects/caeg/data/production/LV7/001/884/LV7001884074,LV7001884074,False
/projects/caeg/data/production/LV7/001/884/LV7001884075,LV7001884075,False
/projects/caeg/data/production/LV7/001/884/LV7001884098,LV7001884098,False
/projects/caeg/data/production/LV7/001/884/LV7001884099,LV7001884099,False
/projects/caeg/data/production/LV7/001/884/LV7001884110,LV7001884110,False
/projects/caeg/data/production/LV7/001/884/LV7001884111,LV7001884111,False
/projects/caeg/data/production/LV7/001/884/LV7001884396,LV7001884396,False
/projects/caeg/data/production/LV7/001/884/LV7001884398,LV7001884398,False
/projects/caeg/data/production/LV7/001/884/LV7001884401,LV7001884401,False
/projects/caeg/data/production/LV7/001/884/LV7001884407,LV7001884407,False
/projects/caeg/data/production/LV7/001/884/LV7001884408,LV7001884408,False
/projects/caeg/data/production/LV7/001/884/LV7001884436,LV7001884436,False
